loc_rowid,pl_name,host_name,sy_star_count,sy_planet_count,disc_method,disc_year,disc_facility,disc_telescope,disc_instrument,facility_count,telescope_count,instrument_count,pl_controv_flag,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_orbeccen,ttv_flag,st_temp_eff_k,st_temp_eff_k1,st_temp_eff_k2,st_radius,st_mass,st_metallicity,st_surf_gravity,rastr,ra,decstr,dec,sy_distance_pc,sy_vmag,sy_kmag,sy_gaiamag
76,CFHTWIR-Oph 98 b,CFHTWIR-Oph 98 A,1,1,Imaging,2021,Hubble Space Telescope,2.4 m Hubble Space Telescope,WFC3 Camera,6,6,1,0,,200,20.849,1.86,2479.06157,7.8,Mass,,0,2320,40,-40,0.24,0.01,,3.85,16h27m44.23s,246.934277,-23d58m52.14s,-23.98115,,,14.593,
77,CHXR 73 b,CHXR 73,1,1,Imaging,2006,Hubble Space Telescope,2.4 m Hubble Space Telescope,ACS Camera,6,6,3,0,,210,12.3,1.1,3994.486,12.569,Mass,,0,3099,128,-128,,0.35,,,11h06m28.66s,166.6193985,-77d37m33.14s,-77.6258725,190.374,,10.703,17.2934
78,CI Tau b,CI Tau,1,1,Radial Velocity,2019,Multiple Observatories,Multiple Telescopes,IGRINS Spectrometer,188,226,1,0,8.9891,,12.4,1.11,3686.828,11.6,Mass,0.25,0,3807,131,-131,1.88,0.9,,,04h33m52.02s,68.4667685,+22d50m29.83s,22.8416192,157.998,13.642,7.793,12.1454
79,COCONUTS-2 b,COCONUTS-2 A,1,1,Imaging,2021,NASA Infrared Telescope Facility (IRTF),3.2 m telescope,SpeX,1,1,1,0,,,12.442,1.11,2002.31896,6.3,Mass,,0,3406,69,-69,0.39,0.37,0,4.83,07h49m12.22s,117.300914,-76d42m09.71s,-76.702696,10.8864,11.298,6.579,10.146
80,CT Cha b,CT Cha,1,1,Imaging,2007,Paranal Observatory,8.2 m ESO VLT UT4 Yepun Telescope,NACO Camera,37,8,7,0,,440,24.66,2.2,5403,17,Mass,,0,4403,6,-10,1.68,,-0.56,3.66,11h04m09.00s,166.0375038,-76d27m19.33s,-76.4553693,190.72,12.335,8.661,11.7733
81,CoRoT-1 b,CoRoT-1,1,1,Transit,2008,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,33,33,33,0,1.5089557,0.02752,16.7,1.49,327.35,1.03,Mass,0,0,5950,150,-150,1.11,0.95,-0.3,4.25,06h48m19.17s,102.0798591,-03d06m07.70s,-3.1021394,787.909,13.623,12.149,13.457
82,CoRoT-10 b,CoRoT-10,1,1,Transit,2010,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,33,33,33,0,13.2406,0.1055,10.87,0.97,874,2.75,Mass,0.53,0,5075,75,-75,0.79,0.89,0.26,4.65,19h24m15.28s,291.0636813,+00d44m45.65s,0.7460143,338.386,15.293,11.782,14.6645
83,CoRoT-11 b,CoRoT-11,1,1,Transit,2010,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,33,33,33,0,2.99433,0.0436,16.03,1.43,740.51,2.33,Mass,0,0,6440,120,-120,1.37,1.27,-0.03,4.22,18h42m44.95s,280.6872998,+05d56m15.57s,5.9376586,655.037,12.897,11.248,12.841
84,CoRoT-12 b,CoRoT-12,1,1,Transit,2010,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,33,33,33,0,2.828042,0.04016,16.14,1.44,291.438,0.917,Mass,0.07,0,5675,80,-80,1.12,1.08,0.16,4.38,06h43m03.76s,100.7656871,-01d17m47.20s,-1.2964437,1126.37,15.588,13.557,15.3453
85,CoRoT-13 b,CoRoT-13,1,1,Transit,2010,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,33,33,33,0,4.03519,0.051,9.92,0.885,415.704,1.308,Mass,0,0,5945,90,-90,1.01,1.09,0.01,4.46,06h50m53.07s,102.7211432,-05d05m11.24s,-5.0864557,1148.93,15.005,13.376,14.9147
86,CoRoT-14 b,CoRoT-14,1,1,Transit,2010,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,33,33,33,0,1.51214,0.027,12.22,1.09,2415.4,7.6,Mass,0,0,6035,100,-100,1.21,1.13,0.05,4.35,06h53m41.81s,103.4242023,-05d32m09.74s,-5.5360385,1744.6,15.932,13.806,15.8116
87,CoRoT-16 b,CoRoT-16,1,1,Transit,2011,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,33,33,33,0,5.35227,0.0618,13.11,1.17,170.032,0.535,Mass,0.33,0,5650,100,-100,1.19,1.1,0.19,4.36,18h34m05.92s,278.5246658,-06d00m09.37s,-6.0026026,732.409,16.052,12.847,15.6507
88,CoRoT-17 b,CoRoT-17,1,1,Transit,2011,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,33,33,33,0,3.7681,0.0461,11.43,1.02,772.29,2.43,Mass,0,0,5740,80,-80,1.59,1.04,0,4.4,18h34m47.82s,278.699236,-06d36m44.24s,-6.612288,1176.12,16.29,12.472,15.4368
89,CoRoT-18 b,CoRoT-18,1,1,Transit,2011,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,33,33,33,0,1.9000693,0.0295,14.68,1.31,1102.82,3.47,Mass,0.08,0,5440,100,-100,1,0.95,-0.1,4.4,06h32m41.38s,98.1724172,-00d01m53.78s,-0.0316045,764.889,14.868,13.014,14.8009
90,CoRoT-19 b,CoRoT-19,1,1,Transit,2011,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,33,33,33,0,3.89713,0.0518,14.46,1.29,352.78,1.11,Mass,0.047,0,6090,70,-70,1.65,1.21,-0.02,4.07,06h28m08.06s,97.0335983,-00d10m14.63s,-0.1707293,790.663,14.135,11.837,13.7831
91,CoRoT-2 b,CoRoT-2,2,1,Transit,2008,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,33,33,33,0,1.7429935,0.02798,16.432,1.466,1102.82,3.47,Mass,0.0143,1,5625,120,-120,0.91,0.96,0.04,4.53,19h27m06.49s,291.7770457,+01d23m01.19s,1.3836634,213.283,12.516,10.31,12.2489
92,CoRoT-20 b,CoRoT-20,1,2,Transit,2011,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,33,33,33,0,9.24285,0.09,9.416,0.84,1366.669,4.3,Mass,0.59,0,5880,90,-90,1.02,1.14,0.14,4.35,06h30m52.90s,97.7204249,+00d13m36.82s,0.2268931,844.061,14.63,12.513,14.4686
93,CoRoT-20 c,CoRoT-20,1,2,Radial Velocity,2018,Multiple Observatories,Multiple Telescopes,Multiple Instruments,188,226,218,0,1675,2.9,12.2,1.09,5403.11,17,Msini,0.6,0,4947.5,65.51,-52.5,1.37,1.14,0.14,4.35,06h30m52.90s,97.7204249,+00d13m36.82s,0.2268931,844.061,14.63,12.513,14.4686
94,CoRoT-21 b,CoRoT-21,1,1,Transit,2012,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,33,33,33,0,2.72474,0.0417,14.572,1.3,718.2958,2.26,Mass,0,0,6200,100,-100,1.95,1.29,0,3.7,06h44m12.63s,101.0526207,-00d17m56.96s,-0.2991544,1398.834197,16.058,13.813,15.8558
95,CoRoT-22 b,CoRoT-22,1,1,Transit,2014,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,33,33,33,0,9.75598,0.092,4.88,0.435,12.2,0.038,Mass,0.077,0,5939,54,-120,1.14,1.1,0.17,4.36,18h42m40.11s,280.6671392,+06d13m09.00s,6.2191669,627.158,13.82,11.988,13.7305
96,CoRoT-23 b,CoRoT-23,1,1,Transit,2011,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,33,33,33,0,3.6313,0.048,11.77,1.05,889.9,2.8,Mass,0.16,0,5900,100,-100,1.61,1.14,0.05,4.3,18h39m07.84s,279.7826586,+04d21m27.91s,4.3577516,1060.97,15.675,12.364,15.0681
97,CoRoT-24 b,CoRoT-24,1,2,Transit,2014,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,33,33,33,0,5.1134,0.056,3.7,0.33,5.7,0.018,Mass,0,0,4950,150,-150,0.86,0.91,0.3,4.55,06h47m41.41s,101.922543,-03d43m09.44s,-3.7192892,591.555,15.383,12.924,15.1801
98,CoRoT-24 c,CoRoT-24,1,2,Transit,2014,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,33,33,33,0,11.759,0.098,5,0.44,28,0.088,Mass,0,0,4950,150,-150,0.86,0.91,0.3,4.55,06h47m41.41s,101.922543,-03d43m09.44s,-3.7192892,591.555,15.383,12.924,15.1801
99,CoRoT-25 b,CoRoT-25,1,1,Transit,2013,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,33,33,33,0,4.86069,0.0578,12.11,1.08,85.81,0.27,Mass,0,0,6040,90,-90,1.19,1.09,-0.01,4.31,18h42m31.12s,280.6296561,+06d30m49.76s,6.5138223,1103.48,14.79,12.846,14.711
100,CoRoT-26 b,CoRoT-26,1,1,Transit,2013,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,33,33,33,0,4.20474,0.0526,14.12,1.26,165.26,0.52,Mass,0,0,5590,100,-100,1.79,1.09,0.01,3.99,18h39m00.12s,279.7504991,+06d58m11.22s,6.9697828,1045.18,15.861,13.261,15.4682
101,CoRoT-27 b,CoRoT-27,1,1,Transit,2014,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,33,33,33,0,3.57532,0.0476,11.287,1.007,3302.11,10.39,Mass,0.065,0,5900,120,-120,1.08,1.05,-0.1,4.4,18h33m59.00s,278.4958319,+05d32m18.17s,5.5383811,1010.28,15.774,12.985,15.3902
102,CoRoT-28 b,CoRoT-28,1,1,Transit,2015,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,33,33,33,0,5.20851,0.0603,10.705,0.955,153.82972,0.484,Mass,0.047,0,5150,100,-100,1.78,1.01,0.15,3.6,18h34m45.20s,278.6883216,+05d34m25.29s,5.5736911,766.183,13.783,11.032,13.4119
103,CoRoT-29 b,CoRoT-29,1,1,Transit,2015,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,33,33,33,0,2.85057,0.0386,10.088,0.9,270.1555,0.85,Mass,0.082,0,5260,100,-100,0.9,0.97,0.2,4.3,18h35m36.50s,278.9020691,+06d28m46.45s,6.4795703,806.507,15.408,13.048,15.2394
104,CoRoT-3 b,CoRoT-3,1,1,Transit,2008,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,33,33,33,0,4.2568,0.05783,11.32,1.01,6883.91,21.66,Mass,0,0,6740,140,-140,1.56,1.37,0.14,4.22,19h28m13.27s,292.0552827,+00d07m18.61s,0.1218359,768.771,13.448,11.618,13.2188
105,CoRoT-30 b,CoRoT-30,1,1,Transit,2020,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,33,33,33,0,9.06005,0.0844,11.31,1.009,921.707,2.9,Mass,0.007,0,5650,100,-100,0.91,0.98,0.02,4.4,18h30m24.28s,277.6011767,+06d50m09.36s,6.8359338,1032.23,15.571,13.562,15.413
106,CoRoT-31 b,CoRoT-31,1,1,Transit,2020,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,33,33,33,0,4.62941,0.0586,16.365,1.46,266.9772,0.84,Mass,0.02,0,5700,120,-120,2.15,1.25,0,3.85,06h19m16.98s,94.820735,-04d25m20.27s,-4.4222978,2005.76,15.479,13.426,15.4655
107,CoRoT-4 b,CoRoT-4,1,1,Transit,2008,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,33,33,33,0,9.20205,0.09,13.34,1.19,228.83,0.72,Mass,0,0,6190,60,-60,1.17,1.16,0.05,4.41,06h48m46.71s,102.1946233,-00d40m22.03s,-0.6727861,726.412,13.652,12.288,13.5613
108,CoRoT-5 b,CoRoT-5,1,1,Transit,2009,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,33,33,33,0,4.0378962,0.04947,15.558,1.388,148.42,0.467,Mass,0.09,0,6100,65,-65,1.19,1,-0.25,4.19,06h45m06.54s,101.2772396,+00d48m54.78s,0.8152163,882.472,14.043,12.546,13.9021
109,CoRoT-6 b,CoRoT-6,1,1,Transit,2009,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,33,33,33,0,8.886593,0.0855,13.068,1.166,940.74,2.96,Mass,0.1,0,6090,70,-70,1.02,1.05,-0.2,4.43,18h44m17.41s,281.0725563,+06d39m47.54s,6.6632062,645.294,13.961,12.119,13.7459
110,CoRoT-7 b,CoRoT-7,1,2,Transit,2009,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,33,33,33,0,0.85359163,0.017016,1.681,0.15,4.07661,0.01283,Mass,0,0,5275,75,-75,0.83,0.82,0.05,4.5,06h43m49.48s,100.9561682,-01d03m46.83s,-1.0630076,159.906,11.728,9.806,11.5239
111,CoRoT-7 c,CoRoT-7,1,2,Radial Velocity,2009,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,33,33,33,0,3.698,0.046,2.83,0.253,8.4,0.02643,Mass,0,0,5256,91.33,-130.85,0.86,0.9,0.06,4.52,06h43m49.48s,100.9561682,-01d03m46.83s,-1.0630076,159.906,11.728,9.806,11.5239
112,CoRoT-8 b,CoRoT-8,1,1,Transit,2010,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,33,33,33,0,6.21229,0.063,6.39,0.57,69.92,0.22,Mass,0,0,5080,80,-80,0.77,0.88,0.3,4.58,19h26m21.26s,291.5885696,+01d25m34.67s,1.4262972,322.037,14.792,11.463,14.2195
113,CoRoT-9 b,CoRoT-9,2,1,Transit,2009,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,33,33,33,0,95.272656,0.4021,11.949,1.066,266.9772,0.84,Mass,0.133,0,5625,80,-80,0.96,0.96,-0.01,4.54,18h43m08.80s,280.7866461,+06d12m14.68s,6.2040783,412.98,13.637,11.688,13.5008
114,CoRoTID 223977153 b,CoRoTID 223977153,1,1,Transit,2017,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,33,33,33,0,6.71837,0.071,6.389,0.57,47.6745,0.15,Mass,,0,5970,100,-100,0.79,1.08,0,4.67,06h40m46.84s,100.1951714,+09d15m26.62s,9.2573953,576.683,13.626,12.193,13.5867
115,DE CVn b,DE CVn,2,1,Eclipse Timing Variations,2018,Multiple Facilities,Multiple Telescopes,Multiple Instruments,14,226,218,0,4098.1,5.75,12.4,1.1,3823.2733,12.0293,Msin(i)/sin(i),0,0,3579,157,-157,0.42,0.51,,4.8,13h26m52.97s,201.7207198,+45d32m43.96s,45.5455449,30.5225,12.956,8.555,11.9752
116,DENIS-P J082303.1-491201 b,DENIS-P J082303.1-491201,1,1,Astrometry,2013,Paranal Observatory,8.2 m ESO VLT UT1 Antu Telescope,FORS2 Spectrograph,37,2,2,0,246.36,0.36,11.9,1.06,9057.77,28.5,Mass,0.345,0,,,,,0.07,,,08h23m02.90s,125.7620668,-49d12m01.08s,-49.2003008,20.77,,12.062,18.5577
117,DH Tau b,DH Tau,1,1,Imaging,2004,Subaru Telescope,8.2 m Subaru Telescope,CIAO Camera,10,10,1,0,,330,30.264,2.7,3496,11,Mass,,0,4371,137,-137,0.27,0.33,,4,04h29m41.56s,67.4231674,+26d32m57.80s,26.5493897,134.846,13.98,8.178001,12.4961
118,DMPP-1 b,DMPP-1,1,4,Radial Velocity,2019,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,263,200,200,0,18.57,0.1462,5.29,0.472,24.27,0.07636,Msini,0.083,0,6196,29,-29,1.26,1.21,,4.41,05h47m06.27s,86.7761233,-10d37m49.16s,-10.6303217,62.5388,7.98,6.69,7.85032
119,DMPP-1 c,DMPP-1,1,4,Radial Velocity,2019,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,263,200,200,0,6.584,0.0733,3.06,0.273,9.6,0.0302,Msini,0.057,0,6196,29,-29,1.26,1.21,,4.41,05h47m06.27s,86.7761233,-10d37m49.16s,-10.6303217,62.5388,7.98,6.69,7.85032
120,DMPP-1 d,DMPP-1,1,4,Radial Velocity,2019,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,263,200,200,0,2.882,0.0422,1.65,0.147,3.35,0.01054,Msini,0.07,0,6196,29,-29,1.26,1.21,,4.41,05h47m06.27s,86.7761233,-10d37m49.16s,-10.6303217,62.5388,7.98,6.69,7.85032
121,DMPP-1 e,DMPP-1,1,4,Radial Velocity,2019,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,263,200,200,0,5.516,0.0651,1.86,0.166,4.13,0.01299,Msini,0.07,0,6196,29,-29,1.26,1.21,,4.41,05h47m06.27s,86.7761233,-10d37m49.16s,-10.6303217,62.5388,7.98,6.69,7.85032
122,DMPP-2 b,DMPP-2,1,1,Radial Velocity,2019,Multiple Facilities,Multiple Telescopes,Multiple Instruments,14,226,218,0,5.2072,0.0664,14.3,1.28,138.89171,0.437,Msini,0.078,0,6500,100,-100,1.78,1.44,,4.1,01h49m37.86s,27.407731,-34d27m32.75s,-34.4590985,137.94,8.57,7.437,8.45824
123,DMPP-3 A b,DMPP-3 A,2,1,Radial Velocity,2019,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,263,200,200,0,6.6732,0.0662,1.41,0.126,2.58,0.00812,Msini,0.14,0,5138,99,-99,0.91,0.87,0.18,4.3,06h06m29.85s,91.624382,-72d30m45.6s,-72.5126648,45.23,9.066,7.061,8.854298
125,DS Tuc A b,DS Tuc A,2,1,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,205,205,205,0,8.138268,,5.7,0.509,413.179,1.3,Mass,0,0,5428,80,-80,0.96,1.01,0,4.6,23h39m39.71s,354.9154673,-69d11m45.75s,-69.196043,44.0622,8.17,6.676,8.31926
126,EPIC 201170410.02,EPIC 201170410,1,1,Transit,2020,K2,0.95 m Kepler Telescope,Kepler CCD Array,537,3245,3245,0,6.7987,0.0349,1.047,0.093,1.15,0.0036,M-R relationship,0,0,3648,172,-143,0.28,0.29,-0.048,5,11h20m33.81s,170.1408561,-04d48m25.21s,-4.8070039,134,17.6984,12.619,16.4386
127,EPIC 201238110 b,EPIC 201238110,1,1,Transit,2019,K2,0.95 m Kepler Telescope,Kepler CCD Array,537,3245,3245,0,28.1656,,1.87,0.167,4.16,0.0131,M-R relationship,,0,3587,157,-157,0.37,0.41,,4.78,11h58m49.40s,179.7058532,-03d23m22.06s,-3.3894613,159.259,16.014,11.933,15.2612
128,EPIC 201427007 b,EPIC 201427007,1,1,Transit,2021,K2,0.95 m Kepler Telescope,Kepler CCD Array,537,3245,3245,0,0.72091,,1.5,0.134,2.86,0.00899,M-R relationship,,0,5633,111,-111,0.94,0.93,-0.053,4.4,12h18m24.51s,184.6021322,-00d33m04.64s,-0.5512886,706.391,14.321,12.581,14.147
129,EPIC 201497682 b,EPIC 201497682,1,1,Transit,2019,K2,0.95 m Kepler Telescope,Kepler CCD Array,537,3245,3245,0,2.13174,,0.692,0.062,0.26,0.00082,M-R relationship,,0,4991,75,-100.8,0.55,0.78,-0.089,4.63,11h15m44.80s,168.9366786,+00d29m17.02s,0.4880606,253.026,13.948,11.438,13.7368
130,EPIC 201595106 b,EPIC 201595106,1,1,Transit,2021,K2,0.95 m Kepler Telescope,Kepler CCD Array,537,3245,3245,0,0.877214,,1.3,0.116,2.24,0.00705,M-R relationship,,0,5820,20,-20,0.93,1.02,-0.01,4.6,12h14m52.89s,183.7203635,+01d58m05.41s,1.9681688,232.1,11.746,10.218,11.6477
131,EPIC 201615463 c,K2-166,1,2,Transit,2019,K2,0.95 m Kepler Telescope,Kepler CCD Array,537,3245,3245,0,3.80464,,1.22,0.109,1.98,0.00624,M-R relationship,,0,5942.5,39.75,-26.17,1.6,1.07,-0.051,4.09,12h20m45.14s,185.1880932,+02d16m56.56s,2.2823788,476.882,12.081,10.637,11.9456
132,EPIC 201754305 d,K2-16,1,3,Transit,2019,K2,0.95 m Kepler Telescope,Kepler CCD Array,537,3245,3245,0,2.71578,,1.03,0.092,1.08,0.0034,M-R relationship,,0,4761,50,-57,0.54,0.67,-0.33,4.63,11h40m23.33s,175.0972238,+04d33m26.75s,4.5574311,334.967,14.668,12.087,14.3234
133,EPIC 201757695.02,EPIC 201757695,1,1,Transit,2020,K2,0.95 m Kepler Telescope,Kepler CCD Array,537,3245,3245,0,2.0478,0.0296,0.908,0.081,0.688,0.00217,M-R relationship,0,0,4520,108,-54,0.66,0.73,-0.003,4.66,11h35m45.24s,173.9385102,+04d36m59.15s,4.6164303,577.6,14.974,12.149,
134,EPIC 201833600 c,K2-50,1,2,Transit,2019,K2,0.95 m Kepler Telescope,Kepler CCD Array,537,3245,3245,0,3.96151,,1,0.089,0.972,0.00306,M-R relationship,,0,4292.67,62.19,-62.19,0.63,0.61,-0.113,4.74,11h17m56.08s,169.483654,+05d59m17.84s,5.988289,257.443,14.705,11.664,14.2575
135,EPIC 201841433 b,EPIC 201841433,1,1,Transit,2019,K2,0.95 m Kepler Telescope,Kepler CCD Array,537,3245,3245,0,4.1698,0.035,1.04,0.093,1.12,0.00352,M-R relationship,,0,5053,103,-166,0.63,0.8,0,4.59,11h40m49.62s,175.206752,+06d08m05.33s,6.1348146,436.488,14.983,12.454,14.5885
136,EPIC 205950854 c,K2-168,1,2,Transit,2019,K2,0.95 m Kepler Telescope,Kepler CCD Array,537,3245,3245,0,8.050722,,1.31,0.117,2.27,0.00714,M-R relationship,,0,5502.7,101,-50.5,0.83,0.88,-0.13,4.39,22h12m26.42s,333.1100738,-16d20m30.79s,-16.3418863,243.935,12.365,10.549,12.0976
137,EPIC 206024342 b,EPIC 206024342,1,3,Transit,2019,K2,0.95 m Kepler Telescope,Kepler CCD Array,537,3245,3245,0,4.50756,,1.7,0.152,3.53,0.0111,M-R relationship,,0,5724,72,-72,0.82,0.93,-0.22,4.59,22h05m06.51s,331.2771441,-14d07m18.49s,-14.1218019,369.888,13.096,11.487,12.9682
138,EPIC 206024342 c,EPIC 206024342,1,3,Transit,2021,K2,0.95 m Kepler Telescope,Kepler CCD Array,537,3245,3245,0,0.911724,,1.4,0.125,2.54,0.008,M-R relationship,,0,5724,72,-72,1.1,0.93,-0.22,4.5,22h05m06.51s,331.2771441,-14d07m18.49s,-14.1218019,369.888,13.096,11.487,12.9682
139,EPIC 206024342 d,EPIC 206024342,1,3,Transit,2021,K2,0.95 m Kepler Telescope,Kepler CCD Array,537,3245,3245,0,14.647531,,2.6,0.232,7.27,0.0229,M-R relationship,,0,5724,72,-72,1.1,0.93,-0.22,4.5,22h05m06.51s,331.2771441,-14d07m18.49s,-14.1218019,369.888,13.096,11.487,12.9682
140,EPIC 206032309 b,EPIC 206032309,1,1,Transit,2019,K2,0.95 m Kepler Telescope,Kepler CCD Array,537,3245,3245,0,2.87814,,1.01,0.09,1.01,0.00317,M-R relationship,,0,3489,157,-157,0.37,0.22,,4.85,22h44m57.71s,341.2404563,-13d54m04.04s,-13.9011223,161.365,17.89,12.538,16.0689
141,EPIC 206042996 b,EPIC 206042996,1,2,Transit,2019,K2,0.95 m Kepler Telescope,Kepler CCD Array,537,3245,3245,0,5.2986,,1.7,0.152,3.53,0.0111,M-R relationship,,0,4114,99,-99,0.5,0.57,0.006,4.8,22h30m03.27s,337.5136198,-13d36m36.53s,-13.6101475,451.769,16.59,13.071,15.9752
142,EPIC 206042996 c,EPIC 206042996,1,2,Transit,2021,K2,0.95 m Kepler Telescope,Kepler CCD Array,537,3245,3245,0,0.354884,,1.2,0.107,1.87,0.00588,M-R relationship,,0,4114,99,-99,0.5,0.57,0.006,4.8,22h30m03.27s,337.5136198,-13d36m36.53s,-13.6101475,451.769,16.59,13.071,15.9752
143,EPIC 206215704 b,EPIC 206215704,1,1,Transit,2019,K2,0.95 m Kepler Telescope,Kepler CCD Array,537,3245,3245,0,2.255436,,1,0.089,0.972,0.00306,M-R relationship,,0,3297,73,-73,0.25,0.41,-0.33,4.9,22h20m22.79s,335.0949721,-09d30m34.96s,-9.5097112,109.888,17.83,12.767,16.1722
144,EPIC 206317286 b,EPIC 206317286,1,2,Transit,2019,K2,0.95 m Kepler Telescope,Kepler CCD Array,537,3245,3245,0,1.58252,,0.96,0.086,0.84,0.00264,M-R relationship,,0,4864,122,-122,0.67,0.71,0.019,4.6,22h30m28.28s,337.6178427,-07d58m20.84s,-7.972456,314.35,14.005,11.635,13.774
145,EPIC 206317286 c,EPIC 206317286,1,2,Transit,2022,K2,0.95 m Kepler Telescope,Kepler CCD Array,537,3245,3245,0,17.515472,,2.094,0.187,5.03,0.0158,M-R relationship,,0,4752,138,-138,0.76,0.83,0.019,4.6,22h30m28.28s,337.6178427,-07d58m20.84s,-7.972456,314.35,14.005,11.635,13.774
146,EPIC 211822797 b,EPIC 211822797,1,1,Transit,2016,K2,0.95 m Kepler Telescope,Kepler CCD Array,537,3245,3245,0,21.1701963,0.1195,1.92,0.171,4.35,0.0137,M-R relationship,0.06,0,4057,37,-39,0.58,0.62,0.2,4.7,08h41m38.45s,130.4102091,+17d38m23.91s,17.6399744,186.197,15.133,11.429,14.5263
147,EPIC 211945201 b,EPIC 211945201,1,1,Transit,2018,K2,0.95 m Kepler Telescope,Kepler CCD Array,537,3245,3245,0,19.49221,0.1493,5.76,0.514,27,0.08495,Mass,0,0,6069,90,-90,1.39,1.17,0.1,4.22,09h06m17.81s,136.5741931,+19d24m07.40s,19.4020565,181.69,10.154,8.837,10.0512
148,EPIC 212297394 b,EPIC 212297394,1,2,Transit,2019,K2,0.95 m Kepler Telescope,Kepler CCD Array,537,3245,3245,0,2.289363,,1.48,0.132,2.79,0.00879,M-R relationship,,0,5171,172,-130,0.8,0.83,-0.03,4.55,13h48m49.47s,207.2061241,-17d36m35.63s,-17.6098985,418.395,14.611,12.186,14.1864
149,EPIC 212297394 c,EPIC 212297394,1,2,Transit,2016,K2,0.95 m Kepler Telescope,Kepler CCD Array,537,3245,3245,0,5.213965,,2.27,0.203,5.77,0.0182,M-R relationship,,0,5171,172,-130,0.8,0.83,-0.03,4.55,13h48m49.47s,207.2061241,-17d36m35.63s,-17.6098985,418.395,14.611,12.186,14.1864
150,EPIC 212424622 b,EPIC 212424622,1,1,Transit,2019,K2,0.95 m Kepler Telescope,Kepler CCD Array,537,3245,3245,0,18.0983,,2.17,0.194,5.35,0.0168,M-R relationship,,0,5782.33,11.67,-107.69,1.22,1.11,,4.3,13h29m19.53s,202.3313765,-14d21m33.97s,-14.3594358,611.804,13.441,11.775,13.2026
151,EPIC 212499991 b,EPIC 212499991,1,1,Transit,2019,K2,0.95 m Kepler Telescope,Kepler CCD Array,537,3245,3245,0,34.885,,1.6,0.143,3.19,0.01,M-R relationship,,0,4982.79,43.77,-40.79,0.76,0.91,,4.61,13h29m57.30s,202.488752,-12d44m05.19s,-12.7347749,283.29,13.672,11.366,13.3118
152,EPIC 212587672 b,EPIC 212587672,1,2,Transit,2019,K2,0.95 m Kepler Telescope,Kepler CCD Array,537,3245,3245,0,15.28078,,1.26,0.112,2.13,0.00669,M-R relationship,,0,6004,77,-78,0.98,0.99,-0.18,4.45,13h41m46.68s,205.4445125,-10d51m45.17s,-10.8625468,320.07,12.488,10.857,12.2038
153,EPIC 212587672 c,EPIC 212587672,1,2,Transit,2016,K2,0.95 m Kepler Telescope,Kepler CCD Array,537,3245,3245,0,23.228555,,2.32,0.207,5.99,0.0189,M-R relationship,,0,6004,77,-78,0.98,0.99,-0.18,4.45,13h41m46.68s,205.4445125,-10d51m45.17s,-10.8625468,320.07,12.488,10.857,12.2038
